dataset,n,W,metodo,tiempo
podas-BT-RA-BD,43,21,BT,0.038
podas-BT-RA-BD,43,21,BT-O,18860.1
podas-BT-RA-BD,43,21,BT-F,0.0637
podas-BT-RA-BD,44,22,BT,0.0981
podas-BT-RA-BD,44,22,BT-O,31437.9
podas-BT-RA-BD,44,22,BT-F,0.1009
podas-BT-RA-BD,45,22,BT,0.0428
podas-BT-RA-BD,45,22,BT-O,53666.2
podas-BT-RA-BD,45,22,BT-F,0.0456
podas-BT-RB-BI,1,1,BT,0.001
podas-BT-RB-BI,1,1,BT-O,0.0011
podas-BT-RB-BI,1,1,BT-F,0.0005
podas-BT-RB-BI,2,1,BT,0.0011
podas-BT-RB-BI,2,1,BT-O,0.0012
podas-BT-RB-BI,2,1,BT-F,0.0006
podas-BT-RB-BI,3,1,BT,0.0011
podas-BT-RB-BI,3,1,BT-O,0.0012
podas-BT-RB-BI,3,1,BT-F,0.0006
podas-BT-RB-BI,4,3,BT,0.0013
podas-BT-RB-BI,4,3,BT-O,0.0014
podas-BT-RB-BI,4,3,BT-F,0.0007
podas-BT-RB-BI,5,5,BT,0.0013
podas-BT-RB-BI,5,5,BT-O,0.0015
podas-BT-RB-BI,5,5,BT-F,0.0009
podas-BT-RB-BI,6,7,BT,0.0013
podas-BT-RB-BI,6,7,BT-O,0.0015
podas-BT-RB-BI,6,7,BT-F,0.001
podas-BT-RB-BI,7,10,BT,0.0016
podas-BT-RB-BI,7,10,BT-O,0.0016
podas-BT-RB-BI,7,10,BT-F,0.0015
podas-BT-RB-BI,8,14,BT,0.002
podas-BT-RB-BI,8,14,BT-O,0.0022
podas-BT-RB-BI,8,14,BT-F,0.0018
podas-BT-RB-BI,9,18,BT,0.002
podas-BT-RB-BI,9,18,BT-O,0.0021
podas-BT-RB-BI,9,18,BT-F,0.0026
podas-BT-RB-BI,10,22,BT,0.002
podas-BT-RB-BI,10,22,BT-O,0.002
podas-BT-RB-BI,10,22,BT-F,0.0038
podas-BT-RB-BI,11,27,BT,0.0028
podas-BT-RB-BI,11,27,BT-O,0.0027
podas-BT-RB-BI,11,27,BT-F,0.0052
podas-BT-RB-BI,12,33,BT,0.0029
podas-BT-RB-BI,12,33,BT-O,0.0029
podas-BT-RB-BI,12,33,BT-F,0.0077
podas-BT-RB-BI,13,39,BT,0.0041
podas-BT-RB-BI,13,39,BT-O,0.004
podas-BT-RB-BI,13,39,BT-F,0.0114
podas-BT-RB-BI,14,45,BT,0.0067
podas-BT-RB-BI,14,45,BT-O,0.0068
podas-BT-RB-BI,14,45,BT-F,0.0174
podas-BT-RB-BI,15,52,BT,0.0067
podas-BT-RB-BI,15,52,BT-O,0.0068
podas-BT-RB-BI,15,52,BT-F,0.0278
podas-BT-RB-BI,16,60,BT,0.012
podas-BT-RB-BI,16,60,BT-O,0.0121
podas-BT-RB-BI,16,60,BT-F,0.0438
podas-BT-RB-BI,17,68,BT,0.0128
podas-BT-RB-BI,17,68,BT-O,0.0131
podas-BT-RB-BI,17,68,BT-F,0.0695
podas-BT-RB-BI,18,76,BT,0.0119
podas-BT-RB-BI,18,76,BT-O,0.0117
podas-BT-RB-BI,18,76,BT-F,0.1121
podas-BT-RB-BI,19,85,BT,0.0232
podas-BT-RB-BI,19,85,BT-O,0.0225
podas-BT-RB-BI,19,85,BT-F,0.1808
podas-BT-RB-BI,20,95,BT,0.0221
podas-BT-RB-BI,20,95,BT-O,0.0216
podas-BT-RB-BI,20,95,BT-F,0.2921
podas-BT-RB-BI,21,105,BT,0.0468
podas-BT-RB-BI,21,105,BT-O,0.0473
podas-BT-RB-BI,21,105,BT-F,0.5047
podas-BT-RB-BI,22,115,BT,0.0428
podas-BT-RB-BI,22,115,BT-O,0.042
podas-BT-RB-BI,22,115,BT-F,0.7993
podas-BT-RB-BI,23,126,BT,0.0419
podas-BT-RB-BI,23,126,BT-O,0.041
podas-BT-RB-BI,23,126,BT-F,1.2973
podas-BT-RB-BI,24,138,BT,0.1601
podas-BT-RB-BI,24,138,BT-O,0.1924
podas-BT-RB-BI,24,138,BT-F,3.3067
podas-BT-RB-BI,25,150,BT,0.1645
podas-BT-RB-BI,25,150,BT-O,0.1582
podas-BT-RB-BI,25,150,BT-F,3.2837
podas-BT-RB-BI,26,162,BT,0.1596
podas-BT-RB-BI,26,162,BT-O,0.1763
podas-BT-RB-BI,26,162,BT-F,5.2035
podas-BT-RB-BI,27,175,BT,0.1595
podas-BT-RB-BI,27,175,BT-O,0.1584
podas-BT-RB-BI,27,175,BT-F,8.3285
podas-BT-RB-BI,28,189,BT,0.3238
podas-BT-RB-BI,28,189,BT-O,0.3361
podas-BT-RB-BI,28,189,BT-F,13.5719
podas-BT-RB-BI,29,203,BT,0.3254
podas-BT-RB-BI,29,203,BT-O,0.3205
podas-BT-RB-BI,29,203,BT-F,21.6648
podas-BT-RB-BI,30,217,BT,0.6429
podas-BT-RB-BI,30,217,BT-O,0.7171
podas-BT-RB-BI,30,217,BT-F,37.6905
podas-BT-RB-BI,31,232,BT,1.4824
podas-BT-RB-BI,31,232,BT-O,1.3237
podas-BT-RB-BI,31,232,BT-F,60.3571
podas-BT-RB-BI,32,248,BT,1.3301
podas-BT-RB-BI,32,248,BT-O,1.2641
podas-BT-RB-BI,32,248,BT-F,93.3718
podas-BT-RB-BI,33,264,BT,2.6247
podas-BT-RB-BI,33,264,BT-O,2.5472
podas-BT-RB-BI,33,264,BT-F,149.15
podas-BT-RB-BI,34,280,BT,3.192
podas-BT-RB-BI,34,280,BT-O,3.1828
podas-BT-RB-BI,34,280,BT-F,247.64
podas-BT-RB-BI,35,297,BT,5.073
podas-BT-RB-BI,35,297,BT-O,5.0968
podas-BT-RB-BI,35,297,BT-F,400.602
podas-BT-RB-BI,36,315,BT,6.4143
podas-BT-RB-BI,36,315,BT-O,6.5828
podas-BT-RB-BI,36,315,BT-F,650.63
podas-BT-RB-BI,37,333,BT,6.0472
podas-BT-RB-BI,37,333,BT-O,5.3219
podas-BT-RB-BI,37,333,BT-F,1073.13
podas-BT-RB-BI,38,351,BT,10.2628
podas-BT-RB-BI,38,351,BT-O,10.1634
podas-BT-RB-BI,38,351,BT-F,1652.48
podas-BT-RB-BI,39,370,BT,21.4963
podas-BT-RB-BI,39,370,BT-O,21.37
podas-BT-RB-BI,39,370,BT-F,2701.34
podas-BT-RB-BI,40,390,BT,20.4794
podas-BT-RB-BI,40,390,BT-O,20.011
podas-BT-RB-BI,40,390,BT-F,4294.03
podas-BT-RB-BI,41,410,BT,42.5965
podas-BT-RB-BI,41,410,BT-O,40.8081
podas-BT-RB-BI,41,410,BT-F,7131.54
podas-BT-RB-BI,42,430,BT,40.6416
podas-BT-RB-BI,42,430,BT-O,40.1241
podas-BT-RB-BI,42,430,BT-F,11590.4
podas-BT-RB-BI,43,451,BT,81.8326
podas-BT-RB-BI,43,451,BT-O,80.6481
podas-BT-RB-BI,43,451,BT-F,18664.0
podas-BT-RB-BI,44,473,BT,94.2774
podas-BT-RB-BI,44,473,BT-O,84.5424
podas-BT-RB-BI,44,473,BT-F,30365.3
podas-BT-RB-BI,45,495,BT,82.4293
podas-BT-RB-BI,45,495,BT-O,81.7819
podas-BT-RB-BI,45,495,BT-F,50327.6
podas-BT-RB-BD,1,1,BT,0.001
podas-BT-RB-BD,1,1,BT-O,0.001
podas-BT-RB-BD,1,1,BT-F,0.0005
podas-BT-RB-BD,2,1,BT,0.001
podas-BT-RB-BD,2,1,BT-O,0.0011
podas-BT-RB-BD,2,1,BT-F,0.0006
podas-BT-RB-BD,3,1,BT,0.0011
podas-BT-RB-BD,3,1,BT-O,0.0012
podas-BT-RB-BD,3,1,BT-F,0.0007
podas-BT-RB-BD,4,3,BT,0.0013
podas-BT-RB-BD,4,3,BT-O,0.0014
podas-BT-RB-BD,4,3,BT-F,0.0007
podas-BT-RB-BD,5,5,BT,0.0013
podas-BT-RB-BD,5,5,BT-O,0.0015
podas-BT-RB-BD,5,5,BT-F,0.0009
podas-BT-RB-BD,6,7,BT,0.0013
podas-BT-RB-BD,6,7,BT-O,0.0016
podas-BT-RB-BD,6,7,BT-F,0.001
podas-BT-RB-BD,7,10,BT,0.0018
podas-BT-RB-BD,7,10,BT-O,0.002
podas-BT-RB-BD,7,10,BT-F,0.0015
podas-BT-RB-BD,8,14,BT,0.002
podas-BT-RB-BD,8,14,BT-O,0.0022
podas-BT-RB-BD,8,14,BT-F,0.0018
podas-BT-RB-BD,9,18,BT,0.0019
podas-BT-RB-BD,9,18,BT-O,0.002
podas-BT-RB-BD,9,18,BT-F,0.0025
podas-BT-RB-BD,10,22,BT,0.0017
podas-BT-RB-BD,10,22,BT-O,0.0018
podas-BT-RB-BD,10,22,BT-F,0.0037
podas-BT-RB-BD,11,27,BT,0.003
podas-BT-RB-BD,11,27,BT-O,0.0032
podas-BT-RB-BD,11,27,BT-F,0.0054
podas-BT-RB-BD,12,33,BT,0.0024
podas-BT-RB-BD,12,33,BT-O,0.0024
podas-BT-RB-BD,12,33,BT-F,0.0076
podas-BT-RB-BD,13,39,BT,0.0063
podas-BT-RB-BD,13,39,BT-O,0.0064
podas-BT-RB-BD,13,39,BT-F,0.0116
podas-BT-RB-BD,14,45,BT,0.0027
podas-BT-RB-BD,14,45,BT-O,0.003
podas-BT-RB-BD,14,45,BT-F,0.0176
podas-BT-RB-BD,15,52,BT,0.0068
podas-BT-RB-BD,15,52,BT-O,0.0068
podas-BT-RB-BD,15,52,BT-F,0.0278
podas-BT-RB-BD,16,60,BT,0.0053
podas-BT-RB-BD,16,60,BT-O,0.0055
podas-BT-RB-BD,16,60,BT-F,0.0439
podas-BT-RB-BD,17,68,BT,0.0048
podas-BT-RB-BD,17,68,BT-O,0.0054
podas-BT-RB-BD,17,68,BT-F,0.0692
podas-BT-RB-BD,18,76,BT,0.012
podas-BT-RB-BD,18,76,BT-O,0.0115
podas-BT-RB-BD,18,76,BT-F,0.1114
podas-BT-RB-BD,19,85,BT,0.0149
podas-BT-RB-BD,19,85,BT-O,0.0146
podas-BT-RB-BD,19,85,BT-F,0.1793
podas-BT-RB-BD,20,95,BT,0.017
podas-BT-RB-BD,20,95,BT-O,0.0169
podas-BT-RB-BD,20,95,BT-F,0.3129
podas-BT-RB-BD,21,105,BT,0.0159
podas-BT-RB-BD,21,105,BT-O,0.0159
podas-BT-RB-BD,21,105,BT-F,0.4734
podas-BT-RB-BD,22,115,BT,0.0205
podas-BT-RB-BD,22,115,BT-O,0.0206
podas-BT-RB-BD,22,115,BT-F,0.7922
podas-BT-RB-BD,23,126,BT,0.0176
podas-BT-RB-BD,23,126,BT-O,0.0174
podas-BT-RB-BD,23,126,BT-F,1.2157
podas-BT-RB-BD,24,138,BT,0.2083
podas-BT-RB-BD,24,138,BT-O,0.1947
podas-BT-RB-BD,24,138,BT-F,2.0132
podas-BT-RB-BD,25,150,BT,0.2071
podas-BT-RB-BD,25,150,BT-O,0.2002
podas-BT-RB-BD,25,150,BT-F,3.1775
podas-BT-RB-BD,26,162,BT,0.0647
podas-BT-RB-BD,26,162,BT-O,0.0642
podas-BT-RB-BD,26,162,BT-F,5.1437
podas-BT-RB-BD,27,175,BT,0.341
podas-BT-RB-BD,27,175,BT-O,0.3387
podas-BT-RB-BD,27,175,BT-F,8.2575
podas-BT-RB-BD,28,189,BT,0.4178
podas-BT-RB-BD,28,189,BT-O,0.4229
podas-BT-RB-BD,28,189,BT-F,13.4331
podas-BT-RB-BD,29,203,BT,0.0401
podas-BT-RB-BD,29,203,BT-O,0.0406
podas-BT-RB-BD,29,203,BT-F,21.6053
podas-BT-RB-BD,30,217,BT,0.436
podas-BT-RB-BD,30,217,BT-O,0.428
podas-BT-RB-BD,30,217,BT-F,35.0402
podas-BT-RB-BD,31,232,BT,0.1952
podas-BT-RB-BD,31,232,BT-O,0.1927
podas-BT-RB-BD,31,232,BT-F,56.4927
podas-BT-RB-BD,32,248,BT,0.1464
podas-BT-RB-BD,32,248,BT-O,0.1455
podas-BT-RB-BD,32,248,BT-F,91.9031
podas-BT-RB-BD,33,264,BT,0.0551
podas-BT-RB-BD,33,264,BT-O,0.054
podas-BT-RB-BD,33,264,BT-F,148.734
podas-BT-RB-BD,34,280,BT,0.6312
podas-BT-RB-BD,34,280,BT-O,0.5979
podas-BT-RB-BD,34,280,BT-F,242.559
podas-BT-RB-BD,35,297,BT,2.2116
podas-BT-RB-BD,35,297,BT-O,2.1921
podas-BT-RB-BD,35,297,BT-F,395.393
podas-BT-RB-BD,36,315,BT,0.1859
podas-BT-RB-BD,36,315,BT-O,0.1838
podas-BT-RB-BD,36,315,BT-F,624.618
podas-BT-RB-BD,37,333,BT,5.1227
podas-BT-RB-BD,37,333,BT-O,5.0626
podas-BT-RB-BD,37,333,BT-F,1060.83
podas-BT-RB-BD,38,351,BT,19.2034
podas-BT-RB-BD,38,351,BT-O,18.6767
podas-BT-RB-BD,38,351,BT-F,1683.09
podas-BT-RB-BD,39,370,BT,3.0072
podas-BT-RB-BD,39,370,BT-O,2.7934
podas-BT-RB-BD,39,370,BT-F,2695.66
podas-BT-RB-BD,40,390,BT,9.9034
podas-BT-RB-BD,40,390,BT-O,9.8101
podas-BT-RB-BD,40,390,BT-F,4410.09
podas-BT-RB-BD,41,410,BT,52.1205
podas-BT-RB-BD,41,410,BT-O,51.622
podas-BT-RB-BD,41,410,BT-F,7216.25
podas-BT-RB-BD,42,430,BT,12.6371
podas-BT-RB-BD,42,430,BT-O,12.5968
podas-BT-RB-BD,42,430,BT-F,11605.5
podas-BT-RB-BD,43,451,BT,5.5811
podas-BT-RB-BD,43,451,BT-O,5.5226
podas-BT-RB-BD,43,451,BT-F,18363.5
podas-BT-RB-BD,44,473,BT,2.1325
podas-BT-RB-BD,44,473,BT-O,2.1005
podas-BT-RB-BD,44,473,BT-F,29617.8
podas-BT-RB-BD,45,495,BT,75.4763
podas-BT-RB-BD,45,495,BT-O,73.2337
podas-BT-RB-BD,45,495,BT-F,48962.7
BTvsPD-DRB,1,1,BT,0.001
BTvsPD-DRB,1,1,DP,0.0022
BTvsPD-DRB,1,1,BT-F,0.0005
BTvsPD-DRB,2,1,BT,0.0011
BTvsPD-DRB,2,1,DP,0.0022
BTvsPD-DRB,2,1,BT-F,0.0006
BTvsPD-DRB,3,1,BT,0.0011
BTvsPD-DRB,3,1,DP,0.0025
BTvsPD-DRB,3,1,BT-F,0.0006
BTvsPD-DRB,4,2,BT,0.0012
BTvsPD-DRB,4,2,DP,0.0029
BTvsPD-DRB,4,2,BT-F,0.0008
BTvsPD-DRB,5,2,BT,0.0012
BTvsPD-DRB,5,2,DP,0.0031
BTvsPD-DRB,5,2,BT-F,0.001
BTvsPD-DRB,6,3,BT,0.0016
BTvsPD-DRB,6,3,DP,0.0041
BTvsPD-DRB,6,3,BT-F,0.0011
BTvsPD-DRB,7,3,BT,0.0016
BTvsPD-DRB,7,3,DP,0.0046
BTvsPD-DRB,7,3,BT-F,0.0014
BTvsPD-DRB,8,4,BT,0.002
BTvsPD-DRB,8,4,DP,0.0054
BTvsPD-DRB,8,4,BT-F,0.0019
BTvsPD-DRB,9,4,BT,0.002
BTvsPD-DRB,9,4,DP,0.0062
BTvsPD-DRB,9,4,BT-F,0.0025
BTvsPD-DRB,10,5,BT,0.0028
BTvsPD-DRB,10,5,DP,0.0077
BTvsPD-DRB,10,5,BT-F,0.0035
BTvsPD-DRB,11,5,BT,0.0027
BTvsPD-DRB,11,5,DP,0.0084
BTvsPD-DRB,11,5,BT-F,0.0049
BTvsPD-DRB,12,6,BT,0.0041
BTvsPD-DRB,12,6,DP,0.0098
BTvsPD-DRB,12,6,BT-F,0.0073
BTvsPD-DRB,13,6,BT,0.004
BTvsPD-DRB,13,6,DP,0.0111
BTvsPD-DRB,13,6,BT-F,0.0112
BTvsPD-DRB,14,7,BT,0.0068
BTvsPD-DRB,14,7,DP,0.0129
BTvsPD-DRB,14,7,BT-F,0.0174
BTvsPD-DRB,15,7,BT,0.0064
BTvsPD-DRB,15,7,DP,0.015
BTvsPD-DRB,15,7,BT-F,0.0275
BTvsPD-DRB,16,8,BT,0.0116
BTvsPD-DRB,16,8,DP,0.024
BTvsPD-DRB,16,8,BT-F,0.0434
BTvsPD-DRB,17,8,BT,0.0114
BTvsPD-DRB,17,8,DP,0.0204
BTvsPD-DRB,17,8,BT-F,0.0693
BTvsPD-DRB,18,9,BT,0.022
BTvsPD-DRB,18,9,DP,0.0231
BTvsPD-DRB,18,9,BT-F,0.113
BTvsPD-DRB,19,9,BT,0.0221
BTvsPD-DRB,19,9,DP,0.0261
BTvsPD-DRB,19,9,BT-F,0.1788
BTvsPD-DRB,20,10,BT,0.0416
BTvsPD-DRB,20,10,DP,0.0295
BTvsPD-DRB,20,10,BT-F,0.2947
BTvsPD-DRB,21,10,BT,0.0413
BTvsPD-DRB,21,10,DP,0.0385
BTvsPD-DRB,21,10,BT-F,0.4711
BTvsPD-DRB,22,11,BT,0.0807
BTvsPD-DRB,22,11,DP,0.0425
BTvsPD-DRB,22,11,BT-F,0.7565
BTvsPD-DRB,23,11,BT,0.0806
BTvsPD-DRB,23,11,DP,0.0482
BTvsPD-DRB,23,11,BT-F,1.2193
BTvsPD-DRB,24,12,BT,0.1599
BTvsPD-DRB,24,12,DP,0.0532
BTvsPD-DRB,24,12,BT-F,2.1023
BTvsPD-DRB,25,12,BT,0.1596
BTvsPD-DRB,25,12,DP,0.0578
BTvsPD-DRB,25,12,BT-F,3.1789
BTvsPD-DRB,26,13,BT,0.3236
BTvsPD-DRB,26,13,DP,0.066
BTvsPD-DRB,26,13,BT-F,5.188
BTvsPD-DRB,27,13,BT,0.3232
BTvsPD-DRB,27,13,DP,0.0772
BTvsPD-DRB,27,13,BT-F,8.3905
BTvsPD-DRB,28,14,BT,0.6443
BTvsPD-DRB,28,14,DP,0.083
BTvsPD-DRB,28,14,BT-F,13.5036
BTvsPD-DRB,29,14,BT,0.6443
BTvsPD-DRB,29,14,DP,0.0904
BTvsPD-DRB,29,14,BT-F,21.8435
BTvsPD-DRB,30,15,BT,1.3136
BTvsPD-DRB,30,15,DP,0.1054
BTvsPD-DRB,30,15,BT-F,35.6058
BTvsPD-DRB,31,15,BT,1.2745
BTvsPD-DRB,31,15,DP,0.1139
BTvsPD-DRB,31,15,BT-F,56.9418
BTvsPD-DRB,32,16,BT,2.562
BTvsPD-DRB,32,16,DP,0.1208
BTvsPD-DRB,32,16,BT-F,93.7691
BTvsPD-DRB,33,16,BT,2.5464
BTvsPD-DRB,33,16,DP,0.1387
BTvsPD-DRB,33,16,BT-F,150.215
BTvsPD-DRB,34,17,BT,5.0992
BTvsPD-DRB,34,17,DP,0.1491
BTvsPD-DRB,34,17,BT-F,244.153
BTvsPD-DRB,35,17,BT,5.1039
BTvsPD-DRB,35,17,DP,0.159
BTvsPD-DRB,35,17,BT-F,390.553
BTvsPD-DRB,36,18,BT,10.2137
BTvsPD-DRB,36,18,DP,0.1685
BTvsPD-DRB,36,18,BT-F,629.786
BTvsPD-DRB,37,18,BT,10.3037
BTvsPD-DRB,37,18,DP,0.1826
BTvsPD-DRB,37,18,BT-F,1024.52
BTvsPD-DRB,38,19,BT,20.2169
BTvsPD-DRB,38,19,DP,0.1949
BTvsPD-DRB,38,19,BT-F,1658.12
BTvsPD-DRB,39,19,BT,20.2574
BTvsPD-DRB,39,19,DP,0.2085
BTvsPD-DRB,39,19,BT-F,2678.74
BTvsPD-DRB,40,20,BT,40.5517
BTvsPD-DRB,40,20,DP,0.2241
BTvsPD-DRB,40,20,BT-F,4286.6
BTvsPD-DRB,41,20,BT,40.3218
BTvsPD-DRB,41,20,DP,0.2362
BTvsPD-DRB,41,20,BT-F,7014.57
BTvsPD-DRB,42,21,BT,82.1182
BTvsPD-DRB,42,21,DP,0.2733
BTvsPD-DRB,42,21,BT-F,11392.5
BTvsPD-DRB,43,21,BT,80.154
BTvsPD-DRB,43,21,DP,0.2826
BTvsPD-DRB,43,21,BT-F,18315.4
BTvsPD-DRB,44,22,BT,162.356
BTvsPD-DRB,44,22,DP,0.2975
BTvsPD-DRB,44,22,BT-F,29752.8
BTvsPD-DRB,45,22,BT,159.155
BTvsPD-DRB,45,22,DP,0.315
BTvsPD-DRB,45,22,BT-F,48493.5
BTvsPD-DRA,1,1,BT,0.001
BTvsPD-DRA,1,1,DP,0.0022
BTvsPD-DRA,1,1,BT-O,0.001
BTvsPD-DRA,2,1,BT,0.0011
BTvsPD-DRA,2,1,DP,0.0022
BTvsPD-DRA,2,1,BT-O,0.0011
BTvsPD-DRA,3,1,BT,0.0011
BTvsPD-DRA,3,1,DP,0.0025
BTvsPD-DRA,3,1,BT-O,0.0012
BTvsPD-DRA,4,2,BT,0.0012
BTvsPD-DRA,4,2,DP,0.003
BTvsPD-DRA,4,2,BT-O,0.0014
BTvsPD-DRA,5,2,BT,0.0014
BTvsPD-DRA,5,2,DP,0.003
BTvsPD-DRA,5,2,BT-O,0.0015
BTvsPD-DRA,6,3,BT,0.0016
BTvsPD-DRA,6,3,DP,0.0031
BTvsPD-DRA,6,3,BT-O,0.0017
BTvsPD-DRA,7,3,BT,0.0016
BTvsPD-DRA,7,3,DP,0.0034
BTvsPD-DRA,7,3,BT-O,0.002
BTvsPD-DRA,8,4,BT,0.0021
BTvsPD-DRA,8,4,DP,0.0039
BTvsPD-DRA,8,4,BT-O,0.0025
BTvsPD-DRA,9,4,BT,0.0019
BTvsPD-DRA,9,4,DP,0.0044
BTvsPD-DRA,9,4,BT-O,0.0031
BTvsPD-DRA,10,5,BT,0.0022
BTvsPD-DRA,10,5,DP,0.0059
BTvsPD-DRA,10,5,BT-O,0.0041
BTvsPD-DRA,11,5,BT,0.0024
BTvsPD-DRA,11,5,DP,0.0061
BTvsPD-DRA,11,5,BT-O,0.0057
BTvsPD-DRA,12,6,BT,0.0029
BTvsPD-DRA,12,6,DP,0.006
BTvsPD-DRA,12,6,BT-O,0.0083
BTvsPD-DRA,13,6,BT,0.0032
BTvsPD-DRA,13,6,DP,0.0074
BTvsPD-DRA,13,6,BT-O,0.0123
BTvsPD-DRA,14,7,BT,0.0037
BTvsPD-DRA,14,7,DP,0.0078
BTvsPD-DRA,14,7,BT-O,0.0189
BTvsPD-DRA,15,7,BT,0.004
BTvsPD-DRA,15,7,DP,0.0082
BTvsPD-DRA,15,7,BT-O,0.0298
BTvsPD-DRA,16,8,BT,0.005
BTvsPD-DRA,16,8,DP,0.0079
BTvsPD-DRA,16,8,BT-O,0.0464
BTvsPD-DRA,17,8,BT,0.0054
BTvsPD-DRA,17,8,DP,0.0082
BTvsPD-DRA,17,8,BT-O,0.0739
BTvsPD-DRA,18,9,BT,0.0061
BTvsPD-DRA,18,9,DP,0.0087
BTvsPD-DRA,18,9,BT-O,0.1169
BTvsPD-DRA,19,9,BT,0.0064
BTvsPD-DRA,19,9,DP,0.0091
BTvsPD-DRA,19,9,BT-O,0.1895
BTvsPD-DRA,20,10,BT,0.0081
BTvsPD-DRA,20,10,DP,0.0102
BTvsPD-DRA,20,10,BT-O,0.3116
BTvsPD-DRA,21,10,BT,0.0087
BTvsPD-DRA,21,10,DP,0.0102
BTvsPD-DRA,21,10,BT-O,0.4984
BTvsPD-DRA,22,11,BT,0.0107
BTvsPD-DRA,22,11,DP,0.0109
BTvsPD-DRA,22,11,BT-O,0.8022
BTvsPD-DRA,23,11,BT,0.0114
BTvsPD-DRA,23,11,DP,0.0111
BTvsPD-DRA,23,11,BT-O,1.2919
BTvsPD-DRA,24,12,BT,0.0143
BTvsPD-DRA,24,12,DP,0.012
BTvsPD-DRA,24,12,BT-O,2.1295
BTvsPD-DRA,25,12,BT,0.0152
BTvsPD-DRA,25,12,DP,0.0125
BTvsPD-DRA,25,12,BT-O,3.4107
BTvsPD-DRA,26,13,BT,0.0189
BTvsPD-DRA,26,13,DP,0.0132
BTvsPD-DRA,26,13,BT-O,5.5024
BTvsPD-DRA,27,13,BT,0.0197
BTvsPD-DRA,27,13,DP,0.0135
BTvsPD-DRA,27,13,BT-O,8.9325
BTvsPD-DRA,28,14,BT,0.0243
BTvsPD-DRA,28,14,DP,0.0144
BTvsPD-DRA,28,14,BT-O,14.3094
BTvsPD-DRA,29,14,BT,0.0256
BTvsPD-DRA,29,14,DP,0.0149
BTvsPD-DRA,29,14,BT-O,23.2443
BTvsPD-DRA,30,15,BT,0.0314
BTvsPD-DRA,30,15,DP,0.0154
BTvsPD-DRA,30,15,BT-O,37.5142
BTvsPD-DRA,31,15,BT,0.0325
BTvsPD-DRA,31,15,DP,0.0158
BTvsPD-DRA,31,15,BT-O,60.4693
BTvsPD-DRA,32,16,BT,0.0385
BTvsPD-DRA,32,16,DP,0.0168
BTvsPD-DRA,32,16,BT-O,98.074
BTvsPD-DRA,33,16,BT,0.0402
BTvsPD-DRA,33,16,DP,0.0168
BTvsPD-DRA,33,16,BT-O,157.482
BTvsPD-DRA,34,17,BT,0.0487
BTvsPD-DRA,34,17,DP,0.0182
BTvsPD-DRA,34,17,BT-O,256.034
BTvsPD-DRA,35,17,BT,0.0506
BTvsPD-DRA,35,17,DP,0.0184
BTvsPD-DRA,35,17,BT-O,416.204
BTvsPD-DRA,36,18,BT,0.0617
BTvsPD-DRA,36,18,DP,0.0201
BTvsPD-DRA,36,18,BT-O,673.089
BTvsPD-DRA,37,18,BT,0.0645
BTvsPD-DRA,37,18,DP,0.0207
BTvsPD-DRA,37,18,BT-O,1075.9
BTvsPD-DRA,38,19,BT,0.0772
BTvsPD-DRA,38,19,DP,0.0216
BTvsPD-DRA,38,19,BT-O,1759.36
BTvsPD-DRA,39,19,BT,0.0786
BTvsPD-DRA,39,19,DP,0.0223
BTvsPD-DRA,39,19,BT-O,2856.04
BTvsPD-DRA,40,20,BT,0.0978
BTvsPD-DRA,40,20,DP,0.0233
BTvsPD-DRA,40,20,BT-O,4523.59
BTvsPD-DRA,41,20,BT,0.1013
BTvsPD-DRA,41,20,DP,0.0237
BTvsPD-DRA,41,20,BT-O,7301.42
BTvsPD-DRA,42,21,BT,0.1215
BTvsPD-DRA,42,21,DP,0.0248
BTvsPD-DRA,42,21,BT-O,11987.1
BTvsPD-DRA,43,21,BT,0.125
BTvsPD-DRA,43,21,DP,0.0252
BTvsPD-DRA,43,21,BT-O,19332.0
BTvsPD-DRA,44,22,BT,0.1496
BTvsPD-DRA,44,22,DP,0.0256
BTvsPD-DRA,44,22,BT-O,31867.2
BTvsPD-DRA,45,22,BT,0.1546
BTvsPD-DRA,45,22,DP,0.0264
BTvsPD-DRA,45,22,BT-O,51996.1
